Datetime,open,high,low,close,volume
2023-07-31 09:30:00,234.86000061035156,236.28990173339844,231.41000366210938,233.5050048828125,407291
2023-07-31 11:30:00,233.5749969482422,234.1699981689453,232.6999969482422,233.4499969482422,228064
2023-07-31 13:30:00,233.41000366210938,234.13999938964844,233.02000427246094,233.07000732421875,240316
2023-07-31 15:30:00,233.10000610351562,234.02999877929688,232.82000732421875,234.02000427246094,309432
2023-08-01 09:30:00,231.42999267578125,233.6999969482422,230.31570434570312,233.47000122070312,317443
2023-08-01 11:30:00,233.5906982421875,233.99989318847656,232.82000732421875,233.51499938964844,136360
2023-08-01 13:30:00,233.5500030517578,234.52000427246094,233.1300048828125,233.94000244140625,198275
2023-08-01 15:30:00,233.8800048828125,234.11000061035156,233.47999572753906,233.57000732421875,151159
2023-08-02 09:30:00,231.50999450683594,231.50999450683594,227.23500061035156,227.38999938964844,392514
2023-08-02 11:30:00,227.54620361328125,228.44000244140625,226.4199981689453,228.44000244140625,246566
2023-08-02 13:30:00,228.32000732421875,228.85000610351562,227.6699981689453,228.0500030517578,229330
2023-08-02 15:30:00,228.13999938964844,229.16000366210938,228.02999877929688,228.74000549316406,278213
2023-08-03 09:30:00,227.5399932861328,229.83509826660156,227.38999938964844,228.98500061035156,340029
2023-08-03 11:30:00,229.08999633789062,229.35499572753906,228.4600067138672,228.83999633789062,151833
2023-08-03 13:30:00,228.8300018310547,229.5399932861328,228.46499633789062,228.88209533691406,230568
2023-08-03 15:30:00,228.89500427246094,229.05999755859375,228.5500030517578,228.63999938964844,201358
2023-08-04 09:30:00,229.89999389648438,232.32000732421875,227.0301055908203,230.7899932861328,383282
2023-08-04 11:30:00,230.89999389648438,232.97999572753906,230.68499755859375,232.27999877929688,282439
2023-08-04 13:30:00,232.1999969482422,232.77000427246094,229.38999938964844,229.5399932861328,304871
2023-08-04 15:30:00,229.63999938964844,229.7899932861328,228.60499572753906,229.0399932861328,254336
2023-08-07 09:30:00,230.50999450683594,233.6999969482422,230.08999633789062,231.5399932861328,374507
2023-08-07 11:30:00,231.5399932861328,232.30999755859375,230.77000427246094,231.66380310058594,208954
2023-08-07 13:30:00,231.7100067138672,232.75,231.5800018310547,232.31500244140625,192946
2023-08-07 15:30:00,232.3000030517578,232.5500030517578,231.69500732421875,232.3699951171875,215135
2023-08-08 09:30:00,229.75,230.83999633789062,228.09500122070312,229.33999633789062,534657
2023-08-08 11:30:00,229.24000549316406,229.24000549316406,227.94000244140625,228.50999450683594,185901
2023-08-08 13:30:00,228.63999938964844,229.5500030517578,228.49000549316406,229.1300048828125,175860
2023-08-08 15:30:00,229.1699981689453,229.22999572753906,228.50999450683594,228.92999267578125,312625
2023-08-09 09:30:00,228.1699981689453,228.97500610351562,222.22000122070312,223.15989685058594,485974
2023-08-09 11:30:00,223.44000244140625,225.0800018310547,223.2899932861328,225.0500030517578,255885
2023-08-09 13:30:00,225.13499450683594,226.1199951171875,225.0500030517578,225.64999389648438,175912
2023-08-09 15:30:00,225.66000366210938,225.86000061035156,224.83999633789062,225.27000427246094,241604
2023-08-10 09:30:00,228.1300048828125,229.73500061035156,226.38999938964844,227.8300018310547,245303
2023-08-10 11:30:00,227.69000244140625,228.08999633789062,225.3612060546875,225.4600067138672,173059
2023-08-10 13:30:00,225.32000732421875,225.94000244140625,224.27999877929688,224.94000244140625,130652
2023-08-10 15:30:00,224.88999938964844,225.8300018310547,224.55999755859375,225.58999633789062,144657
2023-08-11 09:30:00,223.39999389648438,226.3800048828125,222.85000610351562,225.1999969482422,242920
2023-08-11 11:30:00,225.32000732421875,226.44000244140625,224.77130126953125,226.44000244140625,121561
2023-08-11 13:30:00,226.30160522460938,226.75999450683594,225.43499755859375,226.44000244140625,179658
2023-08-11 15:30:00,226.44000244140625,226.59500122070312,225.80999755859375,226.11000061035156,211323
2023-08-14 09:30:00,224.9600067138672,228.3094024658203,223.94500732421875,227.8896026611328,312537
2023-08-14 11:30:00,227.75999450683594,228.3800048828125,226.8800048828125,227.23500061035156,152898
2023-08-14 13:30:00,227.3300018310547,228.27499389648438,227.1199951171875,227.50999450683594,154128
2023-08-14 15:30:00,227.55999755859375,227.9199981689453,227.14999389648438,227.91000366210938,185612
2023-08-15 09:30:00,227.9600067138672,228.3699951171875,224.8800048828125,226.10000610351562,249612
2023-08-15 11:30:00,226.02000427246094,227.02000427246094,225.9199981689453,226.44000244140625,155602
2023-08-15 13:30:00,226.47999572753906,226.69749450683594,225.0800018310547,225.0800018310547,181364
2023-08-15 15:30:00,225.0800018310547,226.47000122070312,224.77000427246094,226.16000366210938,335346
2023-08-16 09:30:00,226.50999450683594,227.56100463867188,225.02000427246094,227.13999938964844,171212
2023-08-16 11:30:00,227.10000610351562,227.3000030517578,224.8300018310547,224.8800048828125,146853
2023-08-16 13:30:00,224.85000610351562,225.55999755859375,223.8800048828125,224.08999633789062,260753
2023-08-16 15:30:00,224.19000244140625,224.50999450683594,223.08999633789062,223.19000244140625,369671
2023-08-17 09:30:00,224.25,225.47000122070312,221.5800018310547,221.66000366210938,496490
2023-08-17 11:30:00,221.72000122070312,223.0399932861328,221.51010131835938,221.9600067138672,128574
2023-08-17 13:30:00,221.8800048828125,222.13999938964844,220.1199951171875,220.4199981689453,175458
2023-08-17 15:30:00,220.4199981689453,220.83999633789062,219.82000732421875,220.3000030517578,198149
2023-08-18 09:30:00,217.77000427246094,220.47999572753906,217.77000427246094,219.2449951171875,291993
2023-08-18 11:30:00,219.25,220.5800018310547,219.07000732421875,220.13999938964844,146636
2023-08-18 13:30:00,220.13999938964844,221.3699951171875,220.07000732421875,221.0800018310547,151885
2023-08-18 15:30:00,221.05999755859375,221.25,219.97999572753906,220.5500030517578,193565
2023-08-21 09:30:00,222.42999267578125,224.1699981689453,221.6649932861328,222.40499877929688,270215
2023-08-21 11:30:00,222.27000427246094,224.92999267578125,222.27000427246094,224.7100067138672,172785
2023-08-21 13:30:00,224.72000122070312,226.2550048828125,224.65150451660156,225.8699951171875,229083
2023-08-21 15:30:00,225.85000610351562,226.14999389648438,224.8699951171875,224.99000549316406,179904
2023-08-22 09:30:00,226.89999389648438,227.9600067138672,224.80499267578125,226.2550048828125,277857
2023-08-22 11:30:00,226.3000030517578,226.49000549316406,224.75,225.32000732421875,193966
2023-08-22 13:30:00,225.2899932861328,226.59500122070312,224.9600067138672,226.00999450683594,203328
2023-08-22 15:30:00,225.9199981689453,225.9949951171875,224.83999633789062,225.5,156985
2023-08-23 09:30:00,227.27999877929688,232.75,226.49000549316406,232.69500732421875,364397
2023-08-23 11:30:00,232.75999450683594,234.14999389648438,232.0399932861328,234.00999450683594,523364
2023-08-23 13:30:00,234.10000610351562,234.30499267578125,233.02000427246094,234.1199951171875,354263
2023-08-23 15:30:00,234.13999938964844,234.2799072265625,233.3300018310547,233.52000427246094,389786
2023-08-24 09:30:00,236.97999572753906,237.91000366210938,231.24000549316406,231.89999389648438,438087
2023-08-24 11:30:00,231.80499267578125,231.80499267578125,229.66000366210938,230.0,205777
2023-08-24 13:30:00,230.09500122070312,231.02999877929688,229.27000427246094,229.32000732421875,247228
2023-08-24 15:30:00,229.3800048828125,229.41000366210938,227.6199951171875,227.9600067138672,334501
2023-08-25 09:30:00,228.0,232.875,228.0,230.65499877929688,399571
2023-08-25 11:30:00,230.65499877929688,231.1750030517578,229.77000427246094,230.56500244140625,181133
2023-08-25 13:30:00,230.47000122070312,233.11000061035156,230.14999389648438,232.7449951171875,225666
2023-08-25 15:30:00,232.75,232.99000549316406,232.16000366210938,232.5,255420
2023-08-28 09:30:00,233.97000122070312,234.50999450683594,232.27499389648438,232.57000732421875,151927
