Datetime,open,high,low,close,volume
2023-08-03 09:30:00,462.5,465.0,453.75,455.2499694824219,63707604
2023-08-03 11:30:00,455.2499694824219,457.2500305175781,449.75,452.75,30392406
2023-08-03 13:30:00,452.5149841308594,459.4999694824219,452.0,457.1600036621094,28842489
2023-08-03 15:30:00,457.125,458.18499755859375,455.0000305175781,457.875,9612614
2023-08-04 09:30:00,450.0,461.4999694824219,444.5000305175781,448.3900146484375,63679785
2023-08-04 11:30:00,448.25,450.0,442.25,447.25250244140625,30668005
2023-08-04 13:30:00,447.5,464.5,445.75,462.75,50916789
2023-08-04 15:30:00,462.75,466.25,461.50250244140625,464.6050109863281,13664349
2023-08-07 09:30:00,458.0,466.25,454.25,464.35498046875,49702891
2023-08-07 11:30:00,464.4499816894531,466.75,457.2500305175781,458.74749755859375,27021748
2023-08-07 13:30:00,458.6249694824219,459.99249267578125,455.0000305175781,456.75250244140625,21588518
2023-08-07 15:30:00,456.75,457.4999694824219,452.5,452.875,7889557
2023-08-08 09:30:00,462.5,476.2499694824219,462.5,472.5975036621094,63583583
2023-08-08 11:30:00,472.5824890136719,476.24749755859375,468.75,470.25,25843355
2023-08-08 13:30:00,470.5,472.25,465.25,466.25,19794048
2023-08-08 15:30:00,466.2574768066406,467.9999694824219,463.0,464.75,9043189
2023-08-09 09:30:00,463.7499694824219,483.0,463.2500305175781,481.0025329589844,53267092
2023-08-09 11:30:00,481.25,483.25,473.5,474.4375305175781,31520220
2023-08-09 13:30:00,474.375,475.7500305175781,468.75,473.875,33287900
2023-08-09 15:30:00,473.875,481.4974670410156,473.5,480.2499694824219,22445754
2023-08-10 09:30:00,468.75,472.5,455.2499694824219,469.25,79008896
2023-08-10 11:30:00,469.125,480.0000305175781,466.25,478.375,44344943
2023-08-10 13:30:00,478.375,484.25250244140625,473.7500305175781,477.875,39490558
2023-08-10 15:30:00,477.875,480.9150085449219,477.2524719238281,478.35498046875,13019216
2023-08-11 09:30:00,488.875,492.5000305175781,481.0,491.95751953125,62652112
2023-08-11 11:30:00,491.8749694824219,493.75,486.0,487.5024719238281,30066570
2023-08-11 13:30:00,487.5024719238281,491.5,484.2500305175781,486.2799987792969,27618016
2023-08-11 15:30:00,486.4999694824219,489.7474670410156,485.25,487.6249694824219,12369389
2023-08-14 09:30:00,491.25,494.25,473.5,476.2499694824219,60493240
2023-08-14 11:30:00,476.2499694824219,481.0,473.7500305175781,475.4749755859375,36793687
2023-08-14 13:30:00,475.25,479.4974670410156,474.75,475.8900146484375,21837548
2023-08-14 15:30:00,475.875,476.5,471.1249694824219,471.1249694824219,11987723
2023-08-15 09:30:00,475.7500305175781,486.4999694824219,472.5,480.3675231933594,57525852
2023-08-15 11:30:00,480.4999694824219,482.75,477.25,480.16748046875,24058313
2023-08-15 13:30:00,480.1099853515625,488.2500305175781,479.86248779296875,488.2225036621094,21793125
2023-08-15 15:30:00,488.2500305175781,489.5,485.5,486.6075134277344,11717243
2023-08-16 09:30:00,489.25,492.0,483.0,487.2850036621094,42046230
2023-08-16 11:30:00,487.4975280761719,498.25,487.25,495.49749755859375,33413567
2023-08-16 13:30:00,495.49249267578125,501.75,488.5000305175781,500.25,43123677
2023-08-16 15:30:00,500.0,502.75,498.0,502.74249267578125,16090428
2023-08-17 09:30:00,497.25,511.2325134277344,496.0,510.0,59166114
2023-08-17 11:30:00,509.75,511.0,501.0000305175781,506.25,31259361
2023-08-17 13:30:00,506.25,521.5,506.25,517.427490234375,39860781
2023-08-17 15:30:00,517.25,521.0,515.75,519.7474975585938,12839637
2023-08-18 09:30:00,534.5,537.0,525.75,530.25,71678193
2023-08-18 11:30:00,530.375,532.75,522.0,526.5,43824555
2023-08-18 13:30:00,526.4025268554688,528.0,519.0,521.625,32510715
2023-08-18 15:30:00,521.625,524.0,516.25,521.75,14309265
2023-08-21 09:30:00,515.75,517.5,502.75,515.5,61109919
2023-08-21 11:30:00,515.5,518.0,501.2499694824219,502.75250244140625,28959787
2023-08-21 13:30:00,502.98748779296875,503.24749755859375,494.9999694824219,496.6524963378906,29454271
2023-08-21 15:30:00,496.7500305175781,497.75,494.0,496.7500305175781,10800953
2023-08-22 09:30:00,486.7499694824219,498.7500305175781,486.2500305175781,493.6250305175781,50820301
2023-08-22 11:30:00,493.7250061035156,502.25,492.0,499.3275146484375,33581680
2023-08-22 13:30:00,499.4750061035156,502.25,494.51251220703125,498.6549987792969,23970183
2023-08-22 15:30:00,498.73748779296875,502.25,498.35247802734375,499.5,10174880
2023-08-23 09:30:00,494.7500305175781,495.7475280761719,475.7500305175781,476.7250061035156,53875340
2023-08-23 11:30:00,476.5,478.9975280761719,473.25,473.5400085449219,28120774
2023-08-23 13:30:00,473.5875244140625,477.0,471.5,472.8750305175781,27521162
2023-08-23 15:30:00,472.89251708984375,477.0,472.3349914550781,475.5,11985591
2023-08-24 09:30:00,463.0,495.24749755859375,462.5,492.5849914550781,78349915
2023-08-24 11:30:00,492.7499694824219,499.5,490.5000305175781,497.2174987792969,31025744
2023-08-24 13:30:00,497.125,502.25,493.5,501.625,22732446
2023-08-24 15:30:00,501.625,508.0,500.7500305175781,507.75,16462619
2023-08-25 09:30:00,503.8750305175781,518.75,488.3075256347656,507.4999694824219,106526158
2023-08-25 11:30:00,507.625,514.25,503.0000305175781,506.625,51711813
2023-08-25 13:30:00,506.75,510.0,490.5000305175781,491.9375,40306230
2023-08-25 15:30:00,492.0,496.7275085449219,491.0,495.5,13344578
2023-08-28 09:30:00,483.75,493.25,480.75,491.6524963378906,49636637
2023-08-28 11:30:00,491.5675048828125,494.9800109863281,483.0,485.20001220703125,26095784
2023-08-28 13:30:00,485.0,493.5,484.2500305175781,488.7499694824219,22449601
2023-08-28 15:30:00,488.7499694824219,489.5,482.4999694824219,484.375,8444577
2023-08-29 09:30:00,485.75,487.0,459.0,460.2475280761719,65868265
2023-08-29 11:30:00,460.0,460.25,455.4999694824219,456.75250244140625,29837497
2023-08-29 13:30:00,456.875,458.75,451.75,452.0124816894531,27661395
2023-08-29 15:30:00,452.25,454.25,451.75,453.2499694824219,10472321
2023-08-30 09:30:00,452.875,456.75,444.9999694824219,448.9999694824219,56623297
2023-08-30 11:30:00,448.875,449.2499694824219,443.7375183105469,446.0024719238281,24597795
2023-08-30 13:30:00,446.1249694824219,450.0,444.0,446.155029296875,26174372
2023-08-30 15:30:00,446.1249694824219,447.5,444.7500305175781,445.5,10136718
2023-08-31 09:30:00,446.5,446.5,436.2500305175781,439.8749694824219,46024598
2023-08-31 11:30:00,440.0,446.25,438.5000305175781,439.71246337890625,25928082
2023-08-31 13:30:00,439.5999755859375,442.25,437.5,439.5024719238281,18891561
2023-08-31 15:30:00,439.6249694824219,442.9999694824219,437.75,442.875,10648138
2023-09-01 09:30:00,434.2500305175781,447.25,432.75,445.00250244140625,59520082
2023-09-01 11:30:00,445.125,449.75,443.75,446.677490234375,27221672
